@RELATION B

@ATTRIBUTE id STRING
@ATTRIBUTE value STRING
@ATTRIBUTE value2 STRING
@ATTRIBUTE value3 STRING

@DATA
4369,4369,101,101
4370,4370,102,102
4371,4371,103,103
4372,4372,104,104
4373,4373,105,105
4374,4374,106,106
4375,4375,107,107
4376,4376,108,108
4377,4377,109,109
4378,4378,110,110
4379,4379,111,111
4380,4380,112,112
4381,4381,113,113
4382,4382,114,114
4383,4383,115,115
4384,4384,116,116
4385,4385,117,117
4386,4386,118,118
4387,4387,119,119
4388,4388,120,120
4389,4389,121,121
4390,4390,122,122
4391,4391,123,123
4392,4392,124,124
4393,4393,125,125
4394,4394,126,126
4395,4395,127,127
4396,4396,128,128
4397,4397,129,129
4398,4398,130,130
4399,4399,131,131
4400,4400,132,132
4401,4401,133,133
4402,4402,134,134
4403,4403,135,135
4404,4404,136,136
4405,4405,137,137
4406,4406,138,138
4407,4407,139,139
4408,4408,140,140
4409,4409,141,141
4410,4410,142,142
4411,4411,143,143
4412,4412,144,144
4413,4413,145,145
4414,4414,146,146
4415,4415,147,147
4416,4416,148,148
4417,4417,149,149
4418,4418,150,150
4419,4419,151,151
4420,4420,152,152
4421,4421,153,153
4422,4422,154,154
4423,4423,155,155
4424,4424,156,156
4425,4425,157,157
4426,4426,158,158
4427,4427,159,159
4428,4428,160,160
4429,4429,161,161
4430,4430,162,162
4431,4431,163,163
4432,4432,164,164
4433,4433,165,165
4434,4434,166,166
4435,4435,167,167
4436,4436,168,168
4437,4437,169,169
4438,4438,170,170
4439,4439,171,171
4440,4440,172,172
4441,4441,173,173
4442,4442,174,174
4443,4443,175,175
4444,4444,176,176
4445,4445,177,177
4446,4446,178,178
4447,4447,179,179
4448,4448,180,180
4449,4449,181,181
4450,4450,182,182
4451,4451,183,183
4452,4452,184,184
4453,4453,185,185
4454,4454,186,186
4455,4455,187,187
4456,4456,188,188
4457,4457,189,189
4458,4458,190,190
4459,4459,191,191
4460,4460,192,192
4461,4461,193,193
4462,4462,194,194
4463,4463,195,195
4464,4464,196,196
4465,4465,197,197
4466,4466,198,198
4467,4467,199,199
4468,4468,200,200
4469,4469,201,201
4470,4470,202,202
4471,4471,203,203
4472,4472,204,204
4473,4473,205,205
4474,4474,206,206
4475,4475,207,207
4476,4476,208,208
4477,4477,209,209
4478,4478,210,210
4479,4479,211,211
4480,4480,212,212
4481,4481,213,213
4482,4482,214,214
4483,4483,215,215
4484,4484,216,216
4485,4485,217,217
4486,4486,218,218
4487,4487,219,219
4488,4488,220,220
4489,4489,221,221
4490,4490,222,222
4491,4491,223,223
4492,4492,224,224
4493,4493,225,225
4494,4494,226,226
4495,4495,227,227
4496,4496,228,228
4497,4497,229,229
4498,4498,230,230
4499,4499,231,231
4500,4500,232,232
4501,4501,233,233
4502,4502,234,234
4503,4503,235,235
4504,4504,236,236
4505,4505,237,237
4506,4506,238,238
4507,4507,239,239
4508,4508,240,240
4509,4509,241,241
4510,4510,242,242
4511,4511,243,243
4512,4512,244,244
4513,4513,245,245
4514,4514,246,246
4515,4515,247,247
4516,4516,248,248
4517,4517,249,249
4518,4518,250,250
4519,4519,0,0
4520,4520,1,1
4521,4521,2,2
4522,4522,3,3
4523,4523,4,4
4524,4524,5,5
4525,4525,6,6
4526,4526,7,7
4527,4527,8,8
4528,4528,9,9
4529,4529,10,10
4530,4530,11,11
4531,4531,12,12
4532,4532,13,13
4533,4533,14,14
4534,4534,15,15
4535,4535,16,16
4536,4536,17,17
4537,4537,18,18
4538,4538,19,19
4539,4539,20,20
4540,4540,21,21
4541,4541,22,22
4542,4542,23,23
4543,4543,24,24
4544,4544,25,25
4545,4545,26,26
4546,4546,27,27
4547,4547,28,28
4548,4548,29,29
4549,4549,30,30
4550,4550,31,31
4551,4551,32,32
4552,4552,33,33
4553,4553,34,34
4554,4554,35,35
4555,4555,36,36
4556,4556,37,37
4557,4557,38,38
4558,4558,39,39
4559,4559,40,40
4560,4560,41,41
4561,4561,42,42
4562,4562,43,43
4563,4563,44,44
4564,4564,45,45
4565,4565,46,46
4566,4566,47,47
4567,4567,48,48
4568,4568,49,49
4569,4569,50,50
4570,4570,51,51
4571,4571,52,52
4572,4572,53,53
4573,4573,54,54
4574,4574,55,55
4575,4575,56,56
4576,4576,57,57
4577,4577,58,58
4578,4578,59,59
4579,4579,60,60
4580,4580,61,61
4581,4581,62,62
4582,4582,63,63
4583,4583,64,64
4584,4584,65,65
4585,4585,66,66
4586,4586,67,67
4587,4587,68,68
4588,4588,69,69
4589,4589,70,70
4590,4590,71,71
4591,4591,72,72
4592,4592,73,73
4593,4593,74,74
4594,4594,75,75
4595,4595,76,76
4596,4596,77,77
4597,4597,78,78
4598,4598,79,79
4599,4599,80,80
4600,4600,81,81
4601,4601,82,82
4602,4602,83,83
4603,4603,84,84
4604,4604,85,85
4605,4605,86,86
4606,4606,87,87
4607,4607,88,88
4608,4608,89,89
4609,4609,90,90
4610,4610,91,91
4611,4611,92,92
4612,4612,93,93
4613,4613,94,94
4614,4614,95,95
4615,4615,96,96
4616,4616,97,97
4617,4617,98,98
4618,4618,99,99
4619,4619,100,100
4620,4620,101,101
4621,4621,102,102
4622,4622,103,103
4623,4623,104,104
4624,4624,105,105
4625,4625,106,106
4626,4626,107,107
4627,4627,108,108
4628,4628,109,109
4629,4629,110,110
4630,4630,111,111
4631,4631,112,112
4632,4632,113,113
4633,4633,114,114
4634,4634,115,115
4635,4635,116,116
4636,4636,117,117
4637,4637,118,118
4638,4638,119,119
4639,4639,120,120
4640,4640,121,121
4641,4641,122,122
4642,4642,123,123
4643,4643,124,124
4644,4644,125,125
4645,4645,126,126
4646,4646,127,127
4647,4647,128,128
4648,4648,129,129
4649,4649,130,130
4650,4650,131,131
4651,4651,132,132
4652,4652,133,133
4653,4653,134,134
4654,4654,135,135
4655,4655,136,136
4656,4656,137,137
4657,4657,138,138
4658,4658,139,139
4659,4659,140,140
4660,4660,141,141
4661,4661,142,142
4662,4662,143,143
4663,4663,144,144
4664,4664,145,145
4665,4665,146,146
4666,4666,147,147
4667,4667,148,148
4668,4668,149,149
4669,4669,150,150
4670,4670,151,151
4671,4671,152,152
4672,4672,153,153
4673,4673,154,154
4674,4674,155,155
4675,4675,156,156
4676,4676,157,157
4677,4677,158,158
4678,4678,159,159
4679,4679,160,160
4680,4680,161,161
4681,4681,162,162
4682,4682,163,163
4683,4683,164,164
4684,4684,165,165
4685,4685,166,166
4686,4686,167,167
4687,4687,168,168
4688,4688,169,169
4689,4689,170,170
4690,4690,171,171
4691,4691,172,172
4692,4692,173,173
4693,4693,174,174
4694,4694,175,175
4695,4695,176,176
4696,4696,177,177
4697,4697,178,178
4698,4698,179,179
4699,4699,180,180
4700,4700,181,181
4701,4701,182,182
4702,4702,183,183
4703,4703,184,184
4704,4704,185,185
4705,4705,186,186
4706,4706,187,187
4707,4707,188,188
4708,4708,189,189
4709,4709,190,190
4710,4710,191,191
4711,4711,192,192
4712,4712,193,193
4713,4713,194,194
4714,4714,195,195
4715,4715,196,196
4716,4716,197,197
4717,4717,198,198
4718,4718,199,199
4719,4719,200,200
4720,4720,201,201
4721,4721,202,202
4722,4722,203,203
4723,4723,204,204
4724,4724,205,205
4725,4725,206,206
4726,4726,207,207
4727,4727,208,208
4728,4728,209,209
4729,4729,210,210
4730,4730,211,211
4731,4731,212,212
4732,4732,213,213
4733,4733,214,214
4734,4734,215,215
4735,4735,216,216
4736,4736,217,217
4737,4737,218,218
4738,4738,219,219
4739,4739,220,220
4740,4740,221,221
4741,4741,222,222
4742,4742,223,223
4743,4743,224,224
4744,4744,225,225
4745,4745,226,226
4746,4746,227,227
4747,4747,228,228
4748,4748,229,229
4749,4749,230,230
4750,4750,231,231
4751,4751,232,232
4752,4752,233,233
4753,4753,234,234
4754,4754,235,235
4755,4755,236,236
4756,4756,237,237
4757,4757,238,238
4758,4758,239,239
4759,4759,240,240
4760,4760,241,241
4761,4761,242,242
4762,4762,243,243
4763,4763,244,244
4764,4764,245,245
4765,4765,246,246
4766,4766,247,247
4767,4767,248,248
4768,4768,249,249
4769,4769,250,250
4770,4770,0,0
4771,4771,1,1
4772,4772,2,2
4773,4773,3,3
4774,4774,4,4
4775,4775,5,5
4776,4776,6,6
4777,4777,7,7
4778,4778,8,8
4779,4779,9,9
4780,4780,10,10
4781,4781,11,11
4782,4782,12,12
4783,4783,13,13
4784,4784,14,14
4785,4785,15,15
4786,4786,16,16
4787,4787,17,17
4788,4788,18,18
4789,4789,19,19
4790,4790,20,20
4791,4791,21,21
4792,4792,22,22
4793,4793,23,23
4794,4794,24,24
4795,4795,25,25
4796,4796,26,26
4797,4797,27,27
4798,4798,28,28
4799,4799,29,29
4800,4800,30,30
4801,4801,31,31
4802,4802,32,32
4803,4803,33,33
4804,4804,34,34
4805,4805,35,35
4806,4806,36,36
4807,4807,37,37
4808,4808,38,38
4809,4809,39,39
4810,4810,40,40
4811,4811,41,41
4812,4812,42,42
4813,4813,43,43
4814,4814,44,44
4815,4815,45,45
4816,4816,46,46
4817,4817,47,47
4818,4818,48,48
4819,4819,49,49
4820,4820,50,50
4821,4821,51,51
4822,4822,52,52
4823,4823,53,53
4824,4824,54,54
4825,4825,55,55
4826,4826,56,56
4827,4827,57,57
4828,4828,58,58
4829,4829,59,59
4830,4830,60,60
4831,4831,61,61
4832,4832,62,62
4833,4833,63,63
4834,4834,64,64
4835,4835,65,65
4836,4836,66,66
4837,4837,67,67
4838,4838,68,68
4839,4839,69,69
4840,4840,70,70
4841,4841,71,71
4842,4842,72,72
4843,4843,73,73
4844,4844,74,74
4845,4845,75,75
4846,4846,76,76
4847,4847,77,77
4848,4848,78,78
4849,4849,79,79
4850,4850,80,80
4851,4851,81,81
4852,4852,82,82
4853,4853,83,83
4854,4854,84,84
4855,4855,85,85
4856,4856,86,86
4857,4857,87,87
4858,4858,88,88
4859,4859,89,89
4860,4860,90,90
4861,4861,91,91
4862,4862,92,92
4863,4863,93,93
4864,4864,94,94
4865,4865,95,95
4866,4866,96,96
4867,4867,97,97
4868,4868,98,98
4869,4869,99,99
4870,4870,100,100
4871,4871,101,101
4872,4872,102,102
4873,4873,103,103
4874,4874,104,104
4875,4875,105,105
4876,4876,106,106
4877,4877,107,107
4878,4878,108,108
4879,4879,109,109
4880,4880,110,110
4881,4881,111,111
4882,4882,112,112
4883,4883,113,113
4884,4884,114,114
4885,4885,115,115
4886,4886,116,116
4887,4887,117,117
4888,4888,118,118
4889,4889,119,119
4890,4890,120,120
4891,4891,121,121
4892,4892,122,122
4893,4893,123,123
4894,4894,124,124
4895,4895,125,125
4896,4896,126,126
4897,4897,127,127
4898,4898,128,128
4899,4899,129,129
4900,4900,130,130
4901,4901,131,131
4902,4902,132,132
4903,4903,133,133
4904,4904,134,134
4905,4905,135,135
4906,4906,136,136
4907,4907,137,137
4908,4908,138,138
4909,4909,139,139
4910,4910,140,140
4911,4911,141,141
4912,4912,142,142
4913,4913,143,143
4914,4914,144,144
4915,4915,145,145
4916,4916,146,146
4917,4917,147,147
4918,4918,148,148
4919,4919,149,149
4920,4920,150,150
4921,4921,151,151
4922,4922,152,152
4923,4923,153,153
4924,4924,154,154
4925,4925,155,155
4926,4926,156,156
4927,4927,157,157
4928,4928,158,158
4929,4929,159,159
4930,4930,160,160
4931,4931,161,161
4932,4932,162,162
4933,4933,163,163
4934,4934,164,164
4935,4935,165,165
4936,4936,166,166
4937,4937,167,167
4938,4938,168,168
4939,4939,169,169
4940,4940,170,170
4941,4941,171,171
4942,4942,172,172
4943,4943,173,173
4944,4944,174,174
4945,4945,175,175
4946,4946,176,176
4947,4947,177,177
4948,4948,178,178
4949,4949,179,179
4950,4950,180,180
4951,4951,181,181
4952,4952,182,182
4953,4953,183,183
4954,4954,184,184
4955,4955,185,185
4956,4956,186,186
4957,4957,187,187
4958,4958,188,188
4959,4959,189,189
4960,4960,190,190
4961,4961,191,191
4962,4962,192,192
4963,4963,193,193
4964,4964,194,194
4965,4965,195,195
4966,4966,196,196
4967,4967,197,197
4968,4968,198,198
4969,4969,199,199
4970,4970,200,200
4971,4971,201,201
4972,4972,202,202
4973,4973,203,203
4974,4974,204,204
4975,4975,205,205
4976,4976,206,206
4977,4977,207,207
4978,4978,208,208
4979,4979,209,209
4980,4980,210,210
4981,4981,211,211
4982,4982,212,212
4983,4983,213,213
4984,4984,214,214
4985,4985,215,215
4986,4986,216,216
4987,4987,217,217
4988,4988,218,218
4989,4989,219,219
4990,4990,220,220
4991,4991,221,221
4992,4992,222,222
4993,4993,223,223
4994,4994,224,224
4995,4995,225,225
4996,4996,226,226
4997,4997,227,227
4998,4998,228,228
4999,4999,229,229
5000,5000,230,230
